Milliseconds since Epoch,Speed,Watt,Ampere,Altitude,GPS Speed,ECS Temperature,Battery Percentage,Battery Voltage,Battery Capacity,Battery Temperature,Remaining Mileage,Total Mileage,Latitude,Longitude
1631540000000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540001000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540002000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540003000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540004000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540005000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540006000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540007000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540008000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540009000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540010000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540011000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540012000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540013000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540014000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540015000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540016000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540017000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540018000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540019000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540020000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540021000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540022000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540023000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540024000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540025000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540026000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540027000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540028000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540029000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540030000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540031000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540032000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540033000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540034000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540035000.00,0,0,0,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540036000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540037000.00,0,0.4,0.01,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540038000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540039000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540040000.00,0,0.8,0.02,0,0,31,98,40,11417,32,44.1,40.225,0,0
1631540041000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540042000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540043000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540044000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540045000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540046000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540047000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540048000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540049000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540050000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540051000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540052000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540053000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540054000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540055000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540056000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540057000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540058000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540059000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540060000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540061000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540062000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540063000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540064000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540065000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540066000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540067000.00,0,0,0,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540068000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540069000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540070000.00,0,0.7998,0.02,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540071000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540072000.00,0,0.3999,0.01,0,0,31,98,39.99,11417,32,44.1,40.225,0,0
1631540073000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540074000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540075000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540076000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540077000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540078000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540079000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540080000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540081000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540082000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540083000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540084000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540085000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540086000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540087000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540088000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540089000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540090000.00,0,1.1996999,0.03,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540091000.00,0,1.1996999,0.03,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540092000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540093000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540094000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540095000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540096000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540097000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540098000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540099000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540100000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540101000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540102000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540103000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540104000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540105000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540106000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540107000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540108000.00,0.112,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540109000.00,0.112,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540110000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540111000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540112000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540113000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540114000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540115000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540116000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540117000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540118000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540119000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540120000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540121000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540122000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540123000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540124000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540125000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540126000.00,-0.136,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540127000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540128000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540129000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540130000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540131000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540132000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540133000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540134000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540135000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540136000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540137000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540138000.00,0.124,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540139000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540140000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540141000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540142000.00,0,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540143000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540144000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540145000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540146000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540147000.00,-0.104,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540148000.00,-0.104,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540149000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540150000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540151000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540152000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540153000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540154000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540155000.00,0.127,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540156000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540157000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540158000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540159000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540160000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540161000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540162000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540163000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540164000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540165000.00,0,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540166000.00,0,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540167000.00,0.031,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540168000.00,0.173,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540169000.00,1.453,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540170000.00,0.427,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540171000.00,-0.235,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540172000.00,-1.023,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540173000.00,-0.703,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540174000.00,0.228,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540175000.00,1.915,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540176000.00,3.034,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540177000.00,2.548,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540178000.00,2.747,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540179000.00,2.415,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540180000.00,1.626,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540181000.00,1.485,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540182000.00,0.8,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540183000.00,1.245,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540184000.00,0.884,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540185000.00,0.884,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540186000.00,0.329,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540187000.00,0.473,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540188000.00,1.066,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540189000.00,0.936,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540190000.00,-0.425,0.7998,0.02,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540191000.00,0.225,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540192000.00,0.225,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540193000.00,-0.055,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540194000.00,-0.139,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540195000.00,0.572,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540196000.00,1.285,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540197000.00,1.511,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540198000.00,1.719,0,0,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540199000.00,4.421,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540200000.00,3.88,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540201000.00,4.952,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540202000.00,4.952,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540203000.00,7.975,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540204000.00,7.975,0.3999,0.01,533.43555,0,31,98,39.99,11417,32,44.1,40.225,31.592701,-8.024975
1631540205000.00,6.732,-10.805401,-0.27,533.43555,0,31,98,40.02,11417,32,44.1,40.225,31.592701,-8.024975
1631540206000.00,6.732,51.084,1.29,533.43555,0,31,98,39.6,11416,32,44.1,40.225,31.592701,-8.024975
1631540207000.00,6.732,51.084,1.29,533.43555,0,31,98,39.6,11416,32,44.1,40.225,31.592701,-8.024975
1631540208000.00,10.52,51.084,1.29,533.43555,0,31,98,39.6,11416,32,44.1,40.228,31.592701,-8.024975
1631540209000.00,11.096,137.22679,3.49,533.43555,0,31,98,39.32,11413,32,44.1,40.229,31.592701,-8.024975
1631540210000.00,11.006,137.22679,3.49,533.43555,0,31,98,39.32,11413,32,44.1,40.231,31.592701,-8.024975
1631540211000.00,10.307,-16.4,-0.41,533.43555,0,31,98,40,11413,32,44.1,40.232,31.592701,-8.024975
1631540212000.00,11.009,60.158398,1.51,533.43555,0,31,98,39.84,11413,32,44.1,40.233,31.592701,-8.024975
1631540213000.00,10.668,114.24961,2.88,533.43555,0,31,98,39.67,11413,32,44.1,40.235,31.592701,-8.024975
1631540214000.00,9.428,-16.4041,-0.41,533.43555,0,31,98,40.01,11413,32,44.1,40.236,31.592701,-8.024975
1631540215000.00,9.81,12.7424,0.32,533.43555,0,31,98,39.82,11413,32,44.1,40.236,31.592701,-8.024975
1631540216000.00,8.033,-1.9965001,-0.05,533.43555,0,31,98,39.93,11413,32,44.1,40.238,31.592701,-8.024975
1631540217000.00,8.382,-14,-0.35,533.43555,0,31,98,40,11413,32,44.1,40.239,31.592701,-8.024975
1631540218000.00,8.943,-3.1992,-0.08,533.43555,0,31,98,39.99,11411,32,44.1,40.24,31.592701,-8.024975
1631540219000.00,7.215,0,0,533.43555,0,31,98,39.96,11413,32,44.1,40.241,31.592701,-8.024975
1631540220000.00,7.215,70.5058,1.78,533.43555,0,31,98,39.61,11413,32,44.1,40.241,31.592701,-8.024975
1631540221000.00,9.388,70.5058,1.78,533.43555,0,31,98,39.61,11413,32,44.1,40.243,31.592701,-8.024975
1631540222000.00,8.925,133.5194,3.37,533.43555,0,31,98,39.62,11413,32,44.1,40.245,31.592701,-8.024975
1631540223000.00,9.44,0.798,0.02,533.43555,0,31,98,39.9,11413,32,44.1,40.246,31.592701,-8.024975
1631540224000.00,9.102,159.86281,4.04,533.43555,0,31,98,39.57,11413,32,44.1,40.247,31.592701,-8.024975
1631540225000.00,9.688,131.17319,3.32,533.43555,0,31,98,39.51,11413,32,44.1,40.248,31.592701,-8.024975
1631540226000.00,9.688,246.23882,6.28,533.43555,0,31,98,39.21,11412,32,44.1,40.248,31.592701,-8.024975
1631540227000.00,10.275,240.3063,6.11,533.43555,0,31,98,39.33,11411,32,44.1,40.249,31.592701,-8.024975
1631540228000.00,9.908,25.4272,0.64,533.43555,0,31,98,39.73,11411,32,44.1,40.251,31.592701,-8.024975
1631540229000.00,9.483,65.7195,1.65,533.43555,0,31,98,39.83,11412,32,44.1,40.252,31.592701,-8.024975
1631540230000.00,9.272,241.42479,6.14,533.43555,0,31,98,39.32,11412,32,44.1,40.252,31.592701,-8.024975
1631540231000.00,9.391,83.5138,2.11,533.43555,0,32,98,39.58,11411,32,44.1,40.253,31.592701,-8.024975
1631540232000.00,9.498,199.69481,5.08,533.43555,0,32,98,39.31,11411,32,44.1,40.255,31.592701,-8.024975
1631540233000.00,10.726,233.0856,5.94,533.43555,0,32,98,39.24,11410,32,44.1,40.256,31.592701,-8.024975
1631540234000.00,9.847,138.85559,3.51,533.43555,0,32,98,39.56,11410,32,44.1,40.257,31.592701,-8.024975
1631540235000.00,9.986,20.3388,0.51,533.43555,0,32,98,39.88,11411,32,44.1,40.257,31.592701,-8.024975
1631540236000.00,9.969,5.5678005,0.14,533.43555,0,32,98,39.77,11411,32,44.1,40.258,31.592701,-8.024975
1631540237000.00,9.867,90.0372,2.28,533.43555,0,32,98,39.49,11410,32,44.1,40.259,31.592701,-8.024975
1631540238000.00,10.523,240.9703,6.13,533.43555,0,32,98,39.31,11410,32,44.1,40.26,31.592701,-8.024975
1631540239000.00,9.654,112.1514,2.82,533.43555,0,32,98,39.77,11410,32,44.1,40.261,31.592701,-8.024975
1631540240000.00,9.914,119.6222,3.02,533.43555,0,32,98,39.61,11410,32,44.1,40.263,31.592701,-8.024975
1631540241000.00,10.156,15.139199,0.38,533.43555,0,32,98,39.84,11409,32,44.1,40.264,31.592701,-8.024975
1631540242000.00,9.651,159.894,4.05,533.43555,0,32,98,39.48,11410,32,44.1,40.265,31.592701,-8.024975
1631540243000.00,9.469,78.248405,1.97,533.43555,0,32,98,39.72,11410,32,44.1,40.266,31.592701,-8.024975
1631540244000.00,9.469,78.248405,1.97,533.43555,0,32,98,39.72,11410,32,44.1,40.266,31.592701,-8.024975
1631540245000.00,9.746,78.2287,1.97,533.43555,0,32,98,39.71,11409,32,44.1,40.268,31.592701,-8.024975
1631540246000.00,9.775,186.4566,4.73,533.43555,0,32,98,39.42,11409,32,44.1,40.27,31.592701,-8.024975
1631540247000.00,9.654,194.97308,4.97,533.43555,0,32,98,39.23,11409,32,44.1,40.271,31.592701,-8.024975
1631540248000.00,9.778,166.0992,4.22,533.43555,0,32,98,39.36,11409,32,44.1,40.271,31.592701,-8.024975
1631540249000.00,9.154,162.68071,4.13,533.43555,0,32,98,39.39,11409,32,44.1,40.272,31.592701,-8.024975
1631540250000.00,9.154,38.644802,0.97,533.43555,0,32,98,39.84,11409,32,44.1,40.272,31.592701,-8.024975
1631540251000.00,8.145,38.644802,0.97,533.43555,0,32,98,39.84,11409,32,44.1,40.274,31.592701,-8.024975
1631540252000.00,7.772,53.7435,1.35,533.43555,0,32,98,39.81,11409,32,44.1,40.275,31.592701,-8.024975
